gender,text
1,"Styles the words will never be strong enough for describe all the love, respect and admiration i feel for you...follow me pls? x8345"
0,The best picture Ive ever took. OTRAbirmingham3 OTRA
1,Here are the Apple Watch faces ranked worst to best AppleWatchBands
1,mungaab and his district leaders are gone. I hope the new mayor gets rid of those thugs and there is a wider representation.
1,"""100% of the donations received go to the hospitals being supported."" absolutely fantastic!!"
1,All thanks to the freshmen of the NHS band! creditwhereitsdue
1,"Using fresh herbs for cooking, fantastic teas, healing ailments? Grow your own herb garden and enjoy the rewards:"
1,Ugh everytime the main lead is with her I want them to end up together but when the second lead shows up too I like him just as much
1,"The tackles against our players, you'd swear somebody sent these teams to sabotage us."
1,"Yknow what, I'm so damn done. Want me, don't want me, I don't care, miss me or don't, don't care, cya later."
0,out of all the jackasses in the world I chose you. have an amazing day babe . love black bird 
1,I have this crazy ass headache. Don't think I'm gonna hit the gym tonight...
1,The secret lies in our sense of wonder and beauty.
0,lol time warner cable is literally the worst
0,Hosmer is the other guy I was thinking too. I agree with you 100%
0,Sometimes the wrong things lead us to the right places
0,please let me attend the future now vip party tonight i love demi and nick Z100FutureNow            x123
0,"Lach oh I know, it's not the first time that I drink it ;) I'm just out of most of my reserve bottles of alcohol :P :D"
1,He's played the game the whole year and still doesn't have a sausage of what's going on -
0,"Okay, YR is giving me a headache. One minute they hate Adam &amp; the next minute they are treating Adam like he is a saint. Make up you mind!"
1,"THE A-N-T-I-C-I-P-A-T-I-O-N. "": We'll be dropping some fine images tomorrow noon """
0,the giants slow.
1,he wants the job. He's said it already and practically begs for it
1,Playboy's really stepped up the content now that they're not showing tits.
1,I cant spot the bs a mile away
0,people at my school believe anything they hear which kills me the most 
1,"Ont Libs unpopular, Trudeau won Ont. Ont voters wudn't have cared. Just the same tripe coming from poor loser Cons. cdnpoli"
0,the honeymoon tour was a massive success..proud proud proud
0,Dead States: Remnant Teen friends survive the future. SHTF TEOTWAWKI survival IARTG SNRTG
1,When I was young the world it was smaller The cities were vast the buildings were taller
0,Lifestyle The line-up was officially announced on 18 December 2012.
0,Sissy attendants preparing the Attendants
1,shelton menninists don't respond to getting punched in the face very well
0,"Sometimes someone will ask how I've lost even more weight lately, and I'm always torn between lying to them and telling the truth."
1,"I meant on the website, like before we had access"
0,Lactose-free milk really does go bad when the date on the box says. Especially if you're using it for pasta. 
1,Artist Of The Year AMAs
0,The history of the HMMWV (Humvee) has ties with Jeep. Watches
1,people always want to see the negative lol it's just a film no need to make assumptions
0,The New Yorker (All Access) Magazine $5 for 3 months TODAY on Amazon
0,lmao this is fucking hilarious.. where is the popcorn
1,Making the descent: Marines hone fast-roping skills - (press release) usmc
1,Hey ! Nerd points for nerding it out in WW2 dogfights while listening to the show?
1,"Dunno wats worse, me waking into my sons room and he's doing ""waists movement"" for the TL or this"
0,Mastering The Art Of French Cooking Julia Child 1970 Volume 2 Illust. Sid Coryn
0,"SIBLING ABUSE, can hurt the identity and confidence of an adult; Special Therapy is need to recover."
0,The second reading was okay could've been better but some people said that it wouldn't be enough time for the teacher....
0,"it feels like winter in the mornings, summer in the middle of the day, and fall at night.. so how tf am i supposed to dress"
0,THE MOONLIGHT ERA STARTS IN 4 DAYS 4DaysTilFocus
1,Police upset technology means their dirt is now exposed for the world to see
1,howe81 I know! Not sure on exact date yet. Over the 6th-9th November. Hopefully Sunday 8th. daysesh
0,don't pretend like it's not the best thing to happen to you
1,TAFE's construction teachers face the axe despite building boom
0,the thunder was so hectic last night - shook my house soooo much
0,It's week 2 of Round 4 of the 21dfx for me! I am happy to say I have lost another 2.5 inches for a
1,thanks for the motivational Monday's
0,Is Julian apologizing tomorrow for the New Years sex? LOL
1,The Body Language.
0,Tom Brady again makes the exceptional seem routine in Patriots victory over Jets: (If you want to tell me it...
1,Option 2...Go to the student bar
1,I remember the days when I would party too hard on the weekend and call in sick on Monday.......
1,I Can't Wait Friday When I Get The Whip 
1,Sochaux's and Valenciennes' both in the France Football team of the week - two young Ligue 2 players with big futures
1,And to moms reading this don't worry bout them gettin sent to war their better off in the army than policing these streets believe that
0,I'm not rockin with the spiders that decide to make their webs and hang right by my garage keypad
1,Young Ali Nail em to the cross Slim Jesus Diss!!
0,"Youre putting in quite the effort, arent you? Then I guess I should enjoy myself. Ahahahaha."
1,The amount of people who think I'm Thibaut on my other acc  
0,Victory over the Darkness: Realizing the Power of Your Identity in Christ by An
0,NEW BLOG POST featuring ElixirShow
0,"Photo for the best busty boobs click here or on imagebustyfriends bignaturals, bigtits, b"
1,Kush125 what can I say chingobling is the shit aye lol
1,Demi is a fat flop and now the whole world knows it
1,"I hope you mean the other way, off the tracks away from the train? Riiiight?"
1,Idk why no one brings attention to this fucking bullshit. Fuck the
0,1 tweep followed me in the past day. Feels great! Do you also want to feel awesome? Check out
1,Catch fire has the same first 5 words as The Star Spangled Banner
1,"Campbell has built his reputation and put his stamp on the team. However, will it be enough to win the job? He has to win this week."
1,"You've got no fans Ports UTB should get a selfie with him in November then, if Porter scores we're on the pitch"
0,Stevia in the Raw as low as $4.29 at Kroger! via Kroger Krazy - We have a new coupon that can be ...
0,I have the best bf 
1,Triggered Email: The Killer Conversion App: Marketers have been using spray and pray tactics for...
0,"Forget unfollowers, I believe in growing. 1 new follower in the last day! Stats via"
1,Enjoy man      Jerusalem by Alpha Blondy &amp; The Wailers 
0,I was doing 90 on the Northern State at 4AM. I just lied and said I left everything at home. Idk how that shit worked.
1,"Now we've won the cup the record amount of times, they've decided to name the competition after our stadium FACup "
1,I passed the class lol nice
0,The only A I have right now is in Drawing 1
1,I'm in the new James Bond film btw
1,"OK -- with prudent spending cuts too Debt Jacob J. Lew: Honor our obligations, raise the debt limit via"
0,Just wanna go to the Chicago Aquarium. Is that too much to ask?
0,"""Your never at home on the weekends"" IM ALWAYS AT MY HOUSE wym"
1,"The International Space Station is passing over the SF Bay Area! Wave!! (October 26, 2015 at 01:05PM.)"
0,This guy literally just ran in front of me to hold the door open for me like wow thank you kind human
0,You need guys who have skill &amp; contribute offensively. I'm not saying hits or being isn't needed. But the game is changing...
0,"excuse you !! Yata would annihilate Sukuna, with or without the damn monkey's help!! Lol"
0,why do you always give find the most redneck peeps to interview in SC /NC. We do have very intelligent people! Interview them.
1,MusicMonday - Sumthin' Sumthin' (Mellosmooth). Have you heard the snippet of III he previewed a short while ago from his upcoming SUMMERS'?
1,Tolkien-notated Middle-earth map found in copy of 'The Lord of the Rings' -
1,"The prophet of Allah (S.A.W) said, ""The person who is two-faced will have two tongues of fire on the day of judgement"".  [Abu Dawood]"
1,"""If failure were celebrated more, I believe the world would be a magical place."" via"
1,Found a Transponder Snail! Execution! Are these the Straw Hats' final moments?! TreCru
1,The idea of growing old sounds whack as fuck. I wanna die young.
1,he hasn't been in the game as long as any of them. Give it time
1,Everything Hinges on the Narrative of Your Work by via
1,Currently plottin watching Sosa the movie.
1,I didn't realise it had broken the 800! And they've a cheek to say this country lives beyond it's means!
0,Young People Hold the Key to Mobilizing Climate Action. SUPPORT THEM! We left this damn MESS!
1,Praying for the victims of the Afghanistan earthquake. May God bring peace and healing.
0,i don't see why they would kill off a main character who's been there since season one in some random episode in the middle of the season
1,"Q: Why did the lone ranger kill Tonto? A: He found out what ""kimosabe"" really means."
